normalized_player,normalized_full_name,full_name,height_cm,weight_kg,preferred_foot,weak_foot,dob,club_contract_valid_until,birth_year_x,#OPA,#OPA/90,+/-,+/-90,/90,1/3,1/3_stats_possession,2CrdY,90s,90s_stats_defense,90s_stats_gca,90s_stats_keeper,90s_stats_keeper_adv,90s_stats_misc,90s_stats_passing,90s_stats_passing_types,90s_stats_playing_time,90s_stats_possession,90s_stats_shooting,A-xAG,Age,Age_stats_defense,Age_stats_gca,Age_stats_keeper,Age_stats_keeper_adv,Age_stats_misc,Age_stats_passing,Age_stats_passing_types,Age_stats_playing_time,Age_stats_possession,Age_stats_shooting,Ast,Ast_stats_passing,Att,Att (GK),Att 3rd,Att 3rd_stats_possession,Att Pen,Att_stats_defense,Att_stats_keeper_adv,Att_stats_passing_types,Att_stats_possession,AvgDist,AvgLen,Blocks,Blocks_stats_defense,Born,Born_stats_defense,Born_stats_gca,Born_stats_keeper,Born_stats_keeper_adv,Born_stats_misc,Born_stats_passing,Born_stats_passing_types,Born_stats_playing_time,Born_stats_possession,Born_stats_shooting,CK,CK_stats_keeper_adv,CPA,CS,CS%,Carries,Clr,Cmp,Cmp%,Cmp%_stats_keeper_adv,Cmp_stats_keeper_adv,Cmp_stats_passing_types,Comp,Comp_stats_defense,Comp_stats_gca,Comp_stats_keeper,Comp_stats_keeper_adv,Comp_stats_misc,Comp_stats_passing,Comp_stats_passing_types,Comp_stats_playing_time,Comp_stats_possession,Comp_stats_shooting,Compl,CrdR,CrdR_stats_misc,CrdY,CrdY_stats_misc,Crs,CrsPA,Crs_stats_misc,D,Dead,Def,Def 3rd,Def 3rd_stats_possession,Def Pen,Dis,Dist,Err,FK,FK_stats_keeper_adv,FK_stats_passing_types,Fld,Fld_stats_misc,Fls,G+A,G+A-PK,G-PK,G-xG,G/Sh,G/SoT,GA,GA90,GA_stats_keeper_adv,GCA,GCA90,Gls,Gls_stats_shooting,In,Int,Int_stats_misc,KP,L,Launch%,Live,Live_stats_possession,Lost,Lost_stats_misc,MP,MP_stats_keeper,MP_stats_playing_time,Mid 3rd,Mid 3rd_stats_possession,Min,Min%,Min_stats_keeper,Min_stats_playing_time,Mis,Mn/MP,Mn/Start,Mn/Sub,Nation,Nation_stats_defense,Nation_stats_gca,Nation_stats_keeper,Nation_stats_keeper_adv,Nation_stats_misc,Nation_stats_passing,Nation_stats_passing_types,Nation_stats_playing_time,Nation_stats_possession,Nation_stats_shooting,OG,OG_stats_keeper_adv,Off,Off_stats_misc,On-Off,Opp,Out,PK,PKA,PKA_stats_keeper_adv,PK_stats_shooting,PKatt,PKatt_stats_keeper,PKatt_stats_shooting,PKcon,PKm,PKsv,PKwon,PPA,PPM,PSxG,PSxG+/-,PSxG/SoT,Pass,PassDead,PassLive,Player,Pos,Pos_stats_defense,Pos_stats_gca,Pos_stats_keeper,Pos_stats_keeper_adv,Pos_stats_misc,Pos_stats_passing,Pos_stats_passing_types,Pos_stats_playing_time,Pos_stats_possession,Pos_stats_shooting,PrgC,PrgC_stats_possession,PrgDist,PrgDist_stats_possession,PrgP,PrgP_stats_passing,PrgR,PrgR_stats_possession,Rec,Recov,Rk,Rk_stats_defense,Rk_stats_gca,Rk_stats_keeper,Rk_stats_keeper_adv,Rk_stats_misc,Rk_stats_passing,Rk_stats_passing_types,Rk_stats_playing_time,Rk_stats_possession,Rk_stats_shooting,SCA,SCA90,Save%,Saves,Sh,Sh/90,Sh_stats_defense,Sh_stats_gca,SoT,SoT%,SoT/90,SoTA,Squad,Starts,Starts_stats_keeper,Starts_stats_playing_time,Stp,Stp%,Str,Subs,Succ,Succ%,Sw,TB,TI,TO,Thr,Tkl,Tkl%,Tkl+Int,TklW,TklW_stats_misc,Tkld,Tkld%,TotDist,TotDist_stats_possession,Touches,W,Won,Won%,id,last_evaluation,market_value,np:G-xG,npxG,npxG+xAG,npxG/Sh,npxG_stats_shooting,onG,onGA,onxG,onxGA,success,unSub,value_updated,xA,xAG,xAG_stats_passing,xG,xG+/-,xG+/-90,xG+xAG,xG_stats_shooting,birth_year_y
dara o'shea, dara joseph o'shea, Dara Joseph O'Shea,188,74,Right,3 ,1999-03-04,2029,1999,,,-41,-1.18,,89,2,0,34.7,34.7,34.7,,,34.7,34.7,34.7,34.7,34.7,34.7,1.5,25.0,25.0,25.0,,,25.0,25.0,25.0,25.0,25.0,25.0,2,2,1579,,3,129,51,34,,1579,2,,,12,62,1999.0,1999.0,1999.0,,,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,0,,0,,,897,225,1234,78.2,,,1234,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,34,0,0,6,6,8,1,8,,100,1,33,1169,393,4,13.6,4,0,,30,2,26,21,2,0.06,0,-1.3,0.0,0.0,,,,4,0.12,0,0,0,33,33,3,,,1473,2022,12,85,35,,35,13,730,3122,91.3,,3122,12,89,89.0,,ie IRL,ie IRL,ie IRL,,,ie IRL,ie IRL,ie IRL,ie IRL,ie IRL,ie IRL,0,,6,3,0.33,,0,0,,,0,0,,0,0,,,0,4,0.6,,,,12,0,19,Dara O'Shea,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,3,3,10549,2069,80,80,8,8,1162,110,1936,1936,1936,,,1936,1936,1936,2391,1936,1936,24,0.69,,,22,0.63,50,2,2,9.1,0.06,,Ipswich Town,35,,35,,,0,0,1,50.0,14,0,63,0,,49,64.7,82,31,31,1,50.0,24503,4023,2022,,114,57.3,401320.0,2025-05-30,14000000.0,-1.3,1.3,1.8,0.06,1.3,34,75,32.6,65.3,True,1,True,0.7,0.5,0.5,1.3,-32.7,-0.94,0.05,1.3,1999
jose campana, jose angel gomez campana, José Ángel Gómez Campaña,179,80,Right,3 ,1993-05-31,2025,1993,,,-6,-0.45,,72,12,0,13.2,13.2,13.2,,,13.2,13.2,13.2,13.2,13.2,13.2,2.1,31.0,31.0,31.0,,,31.0,31.0,31.0,31.0,31.0,31.0,3,3,834,,2,153,5,20,,834,18,,,8,9,1993.0,1993.0,1993.0,,,1993.0,1993.0,1993.0,1993.0,1993.0,1993.0,23,,1,,,478,19,703,84.3,,,703,es La Liga,es La Liga,es La Liga,,,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,0,0,0,5,5,34,4,34,,82,0,8,224,40,15,37.0,2,2,,55,0,20,7,3,0.23,0,-0.1,0.0,0.0,,,,4,0.3,0,0,9,19,19,14,,,749,946,9,4,25,,25,11,577,1189,34.8,,1189,17,48,67.0,19.0,es ESP,es ESP,es ESP,,,es ESP,es ESP,es ESP,es ESP,es ESP,es ESP,0,,3,0,0.15,,10,0,,,0,0,,0,1,,,0,12,1.0,,,,8,5,34,José Campaña,MF,MF,MF,,,MF,MF,MF,MF,MF,MF,11,11,4339,988,87,87,15,15,605,84,457,457,457,,,457,457,457,567,457,457,39,2.95,,,5,0.38,1,0,3,60.0,0.23,,Las Palmas,15,,15,,,0,10,8,44.4,12,4,4,0,,21,55.0,40,16,16,8,44.4,12424,2164,946,,15,78.9,120095.0,2025-03-21,1000000.0,-0.1,0.1,1.1,0.02,0.1,12,18,12.1,18.5,True,5,True,1.0,0.9,0.9,0.1,-6.3,-0.48,0.08,0.1,1993
salih ozcan, salih ozcan, Salih Özcan,182,79,Right,3 ,1998-01-11,2026,1998,,,-2,-0.51,,19,5,0,3.9,3.9,3.9,,,3.9,3.9,3.9,3.9,3.9,3.9,-0.8,26.0,26.0,26.0,,,26.0,26.0,26.0,26.0,26.0,26.0,0,0,216,,1,52,3,5,,216,6,,,5,5,1998.0,1998.0,1998.0,,,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,4,,0,,,128,5,164,75.9,,,164,de Bundesliga,de Bundesliga,de Bundesliga,,,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,2,0,0,0,0,8,0,8,,15,0,1,37,8,1,24.6,0,0,,10,0,6,5,0,0.0,0,-0.1,0.0,,,,,0,0.0,0,0,1,7,7,5,,,201,252,4,4,11,,11,0,164,353,11.5,,353,5,32,75.0,16.0,tr TUR,tr TUR,tr TUR,,,tr TUR,tr TUR,tr TUR,tr TUR,tr TUR,tr TUR,0,,0,0,-0.64,,3,0,,,0,0,,0,0,,,0,4,1.55,,,,4,2,7,Salih Özcan,MF,MF,MF,,,MF,MF,MF,MF,MF,MF,6,6,801,268,22,22,5,5,142,27,2015,2015,2015,,,2015,2015,2015,2486,2015,2015,11,2.8,,,2,0.51,1,1,0,0.0,0.0,,Wolfsburg,3,,3,,,0,8,4,66.7,2,3,0,1,,2,20.0,9,2,2,2,33.3,2596,611,252,,5,55.6,244940.0,2025-06-05,4000000.0,-0.1,0.1,0.9,0.06,0.1,5,7,7.5,6.4,True,7,True,0.6,0.8,0.8,0.1,1.1,0.29,0.23,0.1,1998
jack harrison, jack david harrison, Jack David Harrison,175,70,Left,3 ,1996-11-20,"Jun 30, 2025",1996,,,-7,-0.3,,28,36,0,23.1,23.1,23.1,,,23.1,23.1,23.1,23.1,23.1,23.1,-3.7,27.0,27.0,27.0,,,27.0,27.0,27.0,27.0,27.0,27.0,0,0,659,,8,463,69,46,,659,75,,,33,18,1996.0,1996.0,1996.0,,,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,32,,17,,,524,35,414,62.8,,,414,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,8,0,0,0,0,131,11,131,,64,0,12,157,36,41,16.2,2,0,,23,4,28,13,1,0.04,1,-2.5,0.03,0.14,,,,4,0.17,1,1,27,10,10,33,,,588,948,31,28,34,,34,12,336,2076,60.7,,2076,52,61,76.0,26.0,eng ENG,eng ENG,eng ENG,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,0,,7,4,-0.64,,0,0,,,0,0,,0,0,,,1,25,1.21,,,,16,9,38,Jack Harrison,FW,FW,FW,,,FW,FW,FW,FW,FW,FW,73,73,2477,1639,51,51,127,127,612,73,1130,1130,1130,,,1130,1130,1130,1397,1130,1130,57,2.47,,,29,1.26,2,2,7,24.1,0.3,,Everton,24,,24,,,1,10,24,32.0,2,4,8,4,,32,32.6,42,22,22,43,57.3,6596,3153,948,,4,12.5,417346.0,2025-05-30,14000000.0,-2.5,3.5,7.2,0.12,3.5,20,27,23.9,31.2,True,4,True,3.1,3.7,3.7,3.5,-7.4,-0.32,0.31,3.5,1996
rodrigo muniz, rodrigo muniz carvalho, Rodrigo Muniz Carvalho,185,80,Right,3 ,2001-05-04,2026,2001,,,8,0.75,,13,4,0,10.7,10.7,10.7,,,10.7,10.7,10.7,10.7,10.7,10.7,0.3,23.0,23.0,23.0,,,23.0,23.0,23.0,23.0,23.0,23.0,1,1,142,,2,127,55,4,,142,18,,,4,9,2001.0,2001.0,2001.0,,,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,0,,3,,,157,14,92,64.8,,,92,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,0,0,0,1,1,1,0,1,,6,1,3,27,14,24,12.0,0,0,,1,2,31,11,9,0.84,8,2.2,0.21,0.42,,,,2,0.19,8,8,0,5,5,7,,,135,311,0,63,31,,31,5,161,964,28.2,,964,47,31,72.0,17.0,br BRA,br BRA,br BRA,,,br BRA,br BRA,br BRA,br BRA,br BRA,br BRA,0,,1,3,1.04,,0,0,,,0,0,,0,0,,,0,3,1.55,,,,7,0,10,Rodrigo Muniz,FW,FW,FW,,,FW,FW,FW,FW,FW,FW,6,6,528,187,27,27,31,31,237,14,1821,1821,1821,,,1821,1821,1821,2248,1821,1821,17,1.59,,,39,3.64,2,2,19,48.7,1.77,,Fulham,8,,8,,,0,23,6,33.3,2,3,0,2,,10,100.0,15,5,5,9,50.0,1540,651,311,,67,51.5,735571.0,2025-05-30,20000000.0,2.2,5.8,6.5,0.15,5.8,25,17,16.9,15.2,True,1,True,0.2,0.7,0.7,5.8,1.6,0.15,0.61,5.8,2001
abel, abel ruiz ortega, Abel Ruiz Ortega,180,75,Right,3 ,2000-01-28,2029,2000,,,-5,-0.22,,57,44,0,23.0,23.0,23.0,,,23.0,23.0,23.0,23.0,23.0,23.0,-1.0,23.0,23.0,23.0,,,23.0,23.0,23.0,23.0,23.0,23.0,0,0,1071,,8,357,19,63,,1071,35,,,47,29,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,,7,,,605,64,776,72.5,,,776,es La Liga,es La Liga,es La Liga,,,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,13,0,0,3,3,85,13,85,,220,2,28,370,65,18,22.9,2,0,,14,1,32,25,2,0.09,2,1.5,0.17,0.5,,,,4,0.17,2,2,0,18,18,16,,,847,1322,24,17,35,,35,25,605,2074,60.6,,2074,27,59,86.0,24.0,es ESP,es ESP,es ESP,,,es ESP,es ESP,es ESP,es ESP,es ESP,es ESP,0,,4,3,-0.28,,0,0,,,0,0,,0,1,,,0,18,1.46,,,,25,2,29,Abel,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,50,50,5046,1792,77,77,92,92,683,106,11,11,11,,,11,11,11,14,11,11,39,1.69,,,12,0.52,4,0,4,33.3,0.17,,Osasuna,20,,20,,,0,15,18,51.4,2,3,206,5,,61,61.9,79,37,37,13,37.1,12899,3269,1322,,20,54.1,102187.0,,,1.5,0.5,1.6,0.04,0.5,30,35,25.7,34.4,True,3,True,1.5,1.0,1.0,0.5,-8.7,-0.38,0.07,0.5,2000
abel ruiz, abel ruiz ortega, Abel Ruiz Ortega,180,75,Right,3 ,2000-01-28,2029,2000,,,-6,-0.4,,14,12,0,15.0,15.0,15.0,,,15.0,15.0,15.0,15.0,15.0,15.0,-0.5,24.0,24.0,24.0,,,24.0,24.0,24.0,24.0,24.0,24.0,0,0,272,,2,177,59,5,,272,20,,,5,7,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,,10,,,225,7,239,87.9,,,239,es La Liga,es La Liga,es La Liga,,,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,1,0,0,3,3,4,0,4,,33,0,2,28,11,18,14.0,0,0,,0,1,13,7,4,0.2,3,-0.6,0.14,0.43,,,,1,0.07,4,4,0,5,5,8,,,238,389,3,19,23,,23,2,188,1346,39.4,,1346,32,59,70.0,26.0,es ESP,es ESP,es ESP,,,es ESP,es ESP,es ESP,es ESP,es ESP,es ESP,0,,1,5,0.03,,0,1,,,1,2,,2,0,,,0,5,1.09,,,,5,0,12,Abel Ruiz,FW,FW,FW,,,FW,FW,FW,FW,FW,FW,21,21,480,413,23,23,71,71,281,21,2274,2274,2274,,,2274,2274,2274,2802,2274,2274,17,1.14,,,21,1.4,2,3,7,33.3,0.47,,Girona,17,,17,,,0,6,7,35.0,1,1,2,1,,6,40.0,11,2,2,10,50.0,3608,1274,391,,9,32.1,340376.0,2025-03-21,6000000.0,0.0,3.0,3.5,0.14,3.0,15,21,16.2,19.1,True,4,True,0.7,0.5,0.5,4.6,-2.9,-0.19,0.34,4.6,2000
patrick cutrone, patrick cutrone, Patrick Cutrone,183,79,Right,3 ,1998-01-03,2028,1998,,,-4,-0.18,,16,16,0,22.7,22.7,22.7,,,22.7,22.7,22.7,22.7,22.7,22.7,1.9,26.0,26.0,26.0,,,26.0,26.0,26.0,26.0,26.0,26.0,4,4,478,,6,388,119,14,,478,24,,,19,11,1998.0,1998.0,1998.0,,,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,0,,26,,,445,7,336,70.3,,,336,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,5,0,0,1,1,30,2,30,,51,2,0,28,5,26,15.9,0,0,,0,3,28,23,11,0.48,7,-0.1,0.1,0.27,,,,6,0.26,7,7,0,5,5,19,,,423,691,7,66,33,,33,10,281,2047,59.9,,2047,62,62,77.0,27.0,it ITA,it ITA,it ITA,,,it ITA,it ITA,it ITA,it ITA,it ITA,it ITA,0,,4,20,-0.24,,0,0,,,0,1,,1,0,,,1,10,1.09,,,,11,0,33,Patrick Cutrone,FW,FW,FW,,,FW,FW,FW,FW,FW,FW,53,53,668,1067,31,31,155,155,508,54,639,639,639,,,639,639,639,793,639,639,49,2.15,,,69,3.03,0,10,26,37.7,1.14,,Como,23,,23,,,0,10,9,37.5,2,0,2,1,,16,50.0,21,11,11,12,50.0,4423,2251,692,,23,25.8,265078.0,2024-12-18,7000000.0,0.7,6.3,8.4,0.09,6.3,27,31,26.9,26.4,True,5,True,2.1,2.1,2.1,7.1,0.5,0.02,0.41,7.1,1998
krepin diatta, krepin diatta, Krépin Diatta,175,69,Right,4 ,1999-02-25,2025,1999,,,1,0.18,,16,13,0,5.6,5.6,5.6,,,5.6,5.6,5.6,5.6,5.6,5.6,-0.8,25.0,25.0,25.0,,,25.0,25.0,25.0,25.0,25.0,25.0,0,0,314,,3,114,9,24,,314,13,,,5,5,1999.0,1999.0,1999.0,,,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,0,,1,,,205,12,240,76.4,,,240,fr Ligue 1,fr Ligue 1,fr Ligue 1,,,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,1,0,0,3,3,15,2,15,,35,0,13,72,14,2,13.1,2,0,,2,0,7,14,0,0.0,0,-0.2,0.0,0.0,,,,0,0.0,0,0,0,9,9,4,,,278,373,10,9,19,,19,2,192,508,16.6,,508,10,27,73.0,18.0,sn SEN,sn SEN,sn SEN,,,sn SEN,sn SEN,sn SEN,sn SEN,sn SEN,sn SEN,0,,1,2,-0.56,,0,0,,,0,0,,0,0,,,0,6,1.89,,,,4,0,10,Krépin Diatta,"DF,FW","DF,FW","DF,FW",,,"DF,FW","DF,FW","DF,FW","DF,FW","DF,FW","DF,FW",17,17,1198,693,21,21,41,41,230,36,718,718,718,,,718,718,718,897,718,718,10,1.77,,,2,0.35,1,0,1,50.0,0.18,,Monaco,3,,3,,,0,16,8,61.5,3,1,33,0,,18,58.3,27,12,12,4,30.8,3683,1254,373,,15,62.5,,,,-0.2,0.2,1.0,0.08,0.2,8,7,11.5,6.8,False,5,,0.9,0.8,0.8,0.2,4.7,0.84,0.17,0.2,1999
keane lewis-potter, keane william lewis-potter, Keane William Lewis-Potter,170,67,Right,4 ,2001-02-22,2031,2001,,,9,0.26,,69,69,0,34.4,34.4,34.4,,,34.4,34.4,34.4,34.4,34.4,34.4,-0.2,23.0,23.0,23.0,,,23.0,23.0,23.0,23.0,23.0,23.0,3,3,1273,,7,505,74,50,,1273,101,,,29,28,2001.0,2001.0,2001.0,,,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,5,,35,,,867,76,982,77.1,,,982,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,26,0,0,7,7,78,18,78,,153,1,26,504,102,20,20.2,3,1,,8,6,31,18,4,0.12,1,-2.1,0.04,0.07,,,,8,0.23,1,1,2,21,21,26,,,1112,1613,19,35,38,,38,16,625,3093,90.4,,3093,51,81,85.0,17.0,eng ENG,eng ENG,eng ENG,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,0,,8,4,0.26,,0,0,,,0,0,,0,0,,,1,47,1.47,,,,18,0,56,Keane Lewis-Potter,"DF,FW","DF,FW","DF,FW",,,"DF,FW","DF,FW","DF,FW","DF,FW","DF,FW","DF,FW",98,98,5025,3211,98,98,156,156,965,146,1487,1487,1487,,,1487,1487,1487,1839,1487,1487,71,2.07,,,28,0.81,10,3,14,50.0,0.41,,Brentford,36,,36,,,0,2,41,40.6,9,5,139,5,,49,62.0,70,27,27,50,49.5,16310,6085,1613,,27,43.5,644401.0,2025-05-30,23000000.0,-2.1,3.1,6.3,0.11,3.1,58,49,53.3,50.0,True,0,True,4.9,3.2,3.2,3.1,3.3,0.1,0.18,3.1,2001
philipp sander, philipp sander, Philipp Sander,185,77,Right,3 ,1998-02-21,2028,1998,,,0,0.0,,50,15,0,15.6,15.6,15.6,,,15.6,15.6,15.6,15.6,15.6,15.6,-0.6,26.0,26.0,26.0,,,26.0,26.0,26.0,26.0,26.0,26.0,0,0,754,,2,151,17,23,,754,18,,,15,16,1998.0,1998.0,1998.0,,,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,7,,5,,,473,44,610,80.9,,,610,de Bundesliga,de Bundesliga,de Bundesliga,,,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,5,0,0,2,2,22,4,22,,32,0,16,257,53,7,21.1,3,0,,16,0,7,16,1,0.06,1,-0.2,0.06,0.14,,,,1,0.06,1,1,4,23,23,13,,,721,921,13,19,27,,27,15,524,1400,45.8,,1400,16,52,79.0,13.0,de GER,de GER,de GER,,,de GER,de GER,de GER,de GER,de GER,de GER,0,,1,0,0.11,,3,0,,,0,0,,0,0,,,0,7,1.37,,,,9,4,20,Philipp Sander,MF,MF,MF,,,MF,MF,MF,MF,MF,MF,16,16,2395,1024,60,60,29,29,575,82,2334,2334,2334,,,2334,2334,2334,2878,2334,2334,28,1.8,,,18,1.16,7,3,7,38.9,0.45,,Gladbach,16,,16,,,0,11,11,61.1,2,4,9,1,,33,43.5,56,17,17,6,33.3,9432,2265,921,,32,62.7,388409.0,2025-06-05,4000000.0,-0.2,1.2,1.8,0.07,1.2,24,24,24.1,30.3,True,1,True,1.0,0.6,0.6,1.2,-6.2,-0.4,0.12,1.2,1998
dario essugo, dario cassia luis essugo, Dário Cassia Luís Essugo,180,83,Right,3 ,2005-03-14,"Jun 30, 2025",2005,,,-10,-0.46,,73,21,2,21.5,21.5,21.5,,,21.5,21.5,21.5,21.5,21.5,21.5,-0.4,19.0,19.0,19.0,,,19.0,19.0,19.0,19.0,19.0,19.0,0,0,951,,5,148,10,46,,951,18,,,7,28,2005.0,2005.0,2005.0,,,2005.0,2005.0,2005.0,2005.0,2005.0,2005.0,0,,2,,,582,47,812,85.4,,,812,es La Liga,es La Liga,es La Liga,,,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,8,2,2,11,11,1,0,1,,15,2,28,362,75,21,25.5,7,0,,12,3,30,37,1,0.05,1,0.3,0.04,0.25,,,,1,0.05,1,1,0,42,42,13,,,934,1228,18,32,27,,27,26,732,1938,56.7,,1938,35,72,74.0,43.0,pt POR,pt POR,pt POR,,,pt POR,pt POR,pt POR,pt POR,pt POR,pt POR,0,,2,0,0.2,,0,0,,,0,0,,0,1,,,0,8,0.96,,,,17,0,25,Dario Essugo,MF,MF,MF,,,MF,MF,MF,MF,MF,MF,18,18,3936,1382,76,76,8,8,763,118,856,856,856,,,856,856,856,1055,856,856,36,1.67,,,23,1.07,11,3,4,17.4,0.19,,Las Palmas,25,,25,,,0,2,12,66.7,10,4,1,3,,59,60.9,101,45,45,5,27.8,13995,2787,1228,,30,48.4,670717.0,2025-03-21,15000000.0,0.3,0.7,1.0,0.03,0.7,17,27,18.1,34.3,True,1,True,0.7,0.4,0.4,0.7,-16.2,-0.75,0.05,0.7,2005
goncalo guedes, goncalo manuel ganchinho guedes, Gonçalo Manuel Ganchinho Guedes,179,68,Right,4 ,1996-11-29,2027,1996,,,-9,-0.81,,18,27,0,11.1,11.1,11.1,,,11.1,11.1,11.1,11.1,11.1,11.1,2.7,27.0,27.0,27.0,,,27.0,27.0,27.0,27.0,27.0,27.0,4,4,349,,8,250,40,16,,349,28,,,10,11,1996.0,1996.0,1996.0,,,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1,,8,,,304,4,259,74.2,,,259,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,1,0,0,1,1,22,5,22,,34,0,2,49,6,18,18.9,0,0,,0,1,17,15,6,0.54,2,-1.2,0.07,0.25,,,,8,0.72,2,2,1,5,5,14,,,312,484,12,13,29,,29,6,199,995,29.1,,995,38,34,67.0,17.0,pt POR,pt POR,pt POR,,,pt POR,pt POR,pt POR,pt POR,pt POR,pt POR,0,,3,3,-0.59,,0,0,,,0,0,,0,0,,,0,17,0.93,,,,11,0,27,Gonçalo Guedes,"MF,FW","MF,FW","MF,FW",,,"MF,FW","MF,FW","MF,FW","MF,FW","MF,FW","MF,FW",41,41,1060,1056,40,40,79,79,337,36,1078,1078,1078,,,1078,1078,1078,1334,1078,1078,30,2.71,,,27,2.44,0,0,8,29.6,0.72,,Wolves,10,,10,,,0,19,9,32.1,5,1,14,2,,16,25.0,21,5,5,15,53.6,4193,2074,484,,5,27.8,225122.0,2025-05-30,11000000.0,-1.2,3.2,4.5,0.12,3.2,16,25,13.2,18.9,True,4,True,0.9,1.3,1.3,3.2,-5.7,-0.51,0.4,3.2,1996
fabiano parisi, fabiano parisi, Fabiano Parisi,178,72,Left,3 ,2000-11-09,2028,2000,,,1,0.08,,27,17,0,12.5,12.5,12.5,,,12.5,12.5,12.5,12.5,12.5,12.5,-0.8,23.0,23.0,23.0,,,23.0,23.0,23.0,23.0,23.0,23.0,0,0,476,,4,159,16,21,,476,26,,,13,14,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,,10,,,341,17,383,80.5,,,383,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,4,0,0,3,3,14,3,14,,60,0,11,198,19,16,19.7,0,0,,6,2,28,17,2,0.16,2,1.5,0.22,0.4,,,,2,0.16,2,2,0,17,17,4,,,415,607,9,17,26,,26,12,263,1124,32.9,,1124,18,43,75.0,20.0,it ITA,it ITA,it ITA,,,it ITA,it ITA,it ITA,it ITA,it ITA,it ITA,0,,1,0,-0.63,,0,0,,,0,0,,0,0,,,0,9,1.38,,,,12,1,8,Fabiano Parisi,"DF,MF","DF,MF","DF,MF",,,"DF,MF","DF,MF","DF,MF","DF,MF","DF,MF","DF,MF",25,25,1888,1128,40,40,35,35,340,64,2043,2043,2043,,,2043,2043,2043,2521,2043,2043,14,1.12,,,9,0.72,2,0,5,55.6,0.4,,Fiorentina,11,,11,,,0,15,10,38.5,1,1,54,3,,27,57.1,44,17,17,11,42.3,6092,2113,607,,13,43.3,547985.0,2024-12-18,5000000.0,1.5,0.5,1.3,0.05,0.5,15,14,14.9,16.4,True,12,True,0.9,0.8,0.8,0.5,-1.5,-0.12,0.1,0.5,2000
